marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,21589188,RX926XF5DYKV4,B000UVTZXM,463600540,Swatch Ladies Watches YSS222G - WW,Apparel,5.0,2.0,2.0,N,Y,My girflriend loved it.,"I bought the watch as a christmas present for my girlfriend and she absolutely loved it, the watch itself is really beautifull and it looks great when worn.",2011-02-07
US,11019997,RG6Q4YEA1I3U9,B000UVTZXM,463600540,Swatch Ladies Watches YSS222G - WW,Apparel,5.0,4.0,4.0,N,N,Beautiful Watch,Looooove this watch. It looks great on. You can dress it up or down and always looks beautiful. My favorite watch.,2011-05-21
US,41361399,R1I7LHO472M6VM,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,4.0,1.0,1.0,N,Y,Beautiful watch,"It's a beautiful watch, has a delicate design and very feminine; eventhough it is a little bit shiny for daily use. In my opinion it looks better on picture than personally.",2011-07-27
US,10678451,R1R73L1DDZC2KY,B000UVTZXM,463600540,Swatch Ladies Watches YSS222G - WW,Apparel,5.0,1.0,1.0,N,Y,love it,excelent product will purchase it again. it was a gift and the person love it as well as me.  the weight and the size are excelent,2011-10-18
US,41960401,RBABBNCY67F63,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,0.0,N,Y,Great watch,This is a Christmas gift for my 12 years old daughter. The watch came in on time. My daughter absolutely loves it in spite of the fact that she couldn't wear it until after New Year since we had to go to a local Jewelry store to re-size the band. It is prettier than it appears on the posted pictures.,2012-01-09
US,47115287,R3JNYT6CTMN834,B000UVTZXM,463600540,Swatch Ladies Watches YSS222G - WW,Apparel,5.0,1.0,1.0,N,N,Beautiful Watch,"This watch is classy and elegant, while still being casual enough to wear with any outfit.  The subtle flower motif (which is hard to see in the image)is really lovely, feminine and fun.",2012-01-20
US,17724430,R1IVBO4118D7Q8,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,3.0,1.0,1.0,N,Y,the build quality is a bit disapointing,"The watch is okay, but the crystal stuff on the band was easily been detached. A bit disapponited with the swatch quality.",2012-02-18
US,23613797,R1LNGDBRZWYVKE,B000UVTZXM,463600540,Swatch Ladies Watches YSS222G - WW,Apparel,3.0,3.0,3.0,N,Y,beautiful but hard to use,"This watch is beautiful, but its jewelry clasp is very hard to open.<br />I have even considered seriously to return it because I can't open the clasp.<br />But anyway, I keep it for its good look.",2012-05-22
US,13766078,RZRQZPTB3DIJG,B004PIU8LE,376609974,Pink Floyd Dark Side Of The Moon Album Cover Spinner Key Chain,Apparel,3.0,1.0,1.0,N,Y,Not what I ordered,"The key chain I ordered was not received. I have contacted this company but they have not responded to my inquiry. I ordered a round \\""spinner\\"" key chain and what I received was a one-sided square key chain.",2012-06-11
US,24800251,R32A3IUAJM7PMF,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,0.0,N,Y,Excelente reloj.,"Es un excelente reloj con un costo bastante bueno, recibi el producto de forma rapida y en perfecto estado. Muy buen proveedor !!",2012-11-08
US,43864965,RTK261PFXMGBF,B000R0CED4,410955794,Naruto: Frog Plush Coin Purse,Apparel,5.0,0.0,0.0,N,Y,My wife loves this,I gave this to my wife on her birthday and she loved it. It's funny how the frog looks when it's full. It has a happy face because you have a lot of change. Awesome!,2012-12-12
US,46582057,R3JEOHSU4EDFYI,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,2.0,0.0,1.0,N,Y,nice,everything is fine the same as the picture.<br />It is a very cool watch and very nice.<br />with all its papers.,2012-12-19
US,23324008,RQJE4T66CCB1Y,B000UVTZXM,463600540,Swatch Ladies Watches YSS222G - WW,Apparel,4.0,0.0,0.0,N,Y,bueno,muy bueno lo recomiendo es excelente servicio de compra venta hasta miami. Es un buen producto y satisiface mis necesidades,2012-12-24
US,39634400,R1D3HNW6SJB0XT,B000WJ6WT2,663865615,RAM Mounts RAM Double Socket Arm for 1in. Ball Bases RAM-B-201U,Apparel,5.0,0.0,0.0,N,Y,Ram in mounts the best.,"This accesory is exelent funcional with a great quality. The seller very recomendable, honest. The shipping was very fast. The item is very importante to hold for any function do you needed.",2013-01-27
US,29822539,RN0B5AUO079R8,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,0.0,N,Y,me encanta....,"hello excellent article, packed all my expectations, an unused item with great quality and finish, the service was very warm and Rapides, and recommend it when I can buy more, I give you my word these people know what it does, buy here. ..!",2013-03-09
US,10828848,R25Z58FU5Q0Z5Y,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,0.0,N,Y,Cool,This watch looks good. I hope this works well too. I bought this as a b'day gift to my best buddy.,2013-05-19
US,42254523,RT4SYGAOSNF4L,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,0.0,N,Y,pretty for causal wearing,"it fits perfectly for young girls.  Just a bit cheap-looking with the plastic back.  But at this price $65 around, one has no regret.",2013-06-02
US,45422136,R33KI1R9E56783,B000WJ6WT2,663865615,RAM Mounts RAM Double Socket Arm for 1in. Ball Bases RAM-B-201U,Apparel,5.0,0.0,0.0,N,Y,RAM is the best,"All of these mounts are solid, vibration free even on a motorcycle and flexible enough to position items conveniently. I used this one for an X-grip to mount my cell phone.",2013-06-18
US,10066487,RJQD8DUG7PLL2,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,3.0,0.0,0.0,N,Y,"Great watch, horrible shipping job","Love the watch, just glad it was for me and not a gift for someone else, because the box it came in was smashed to pieces.",2013-07-14
US,13213973,R1C5IGJBIY3C53,B004PIU8LE,376609974,Pink Floyd Dark Side Of The Moon Album Cover Spinner Key Chain,Apparel,1.0,1.0,3.0,N,Y,Disappointed!!,"I bought this for my husband who loves Pink Floyd, but it broke within the first day.  It was hardly used and it fell apart!",2013-08-22
US,5383669,R3PYKFT10WDXQ9,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,3.0,0.0,0.0,N,Y,Really Small,The quality of the watch was poor and it felt really cheap and was very small. Not worth the money and the stones tend to fall off.,2013-08-23
US,17510158,R1KOXYP2CI17GQ,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,2.0,2.0,N,Y,Highly recommend it.,"As usual it was delivered a day late, but I am thrilled with this watch and it was worth the wait.  It is lightweight - sometimes I don't even know I'm wearing one, and it's very pretty.  I was hoping it would be one of the thin watches, but it's not particularly big and it's very comfortable.  I would recommend it to anyone looking for a pretty watch that can be worn for special occasions or every day.",2013-11-30
US,35233896,R2V1Q7SF6TO3RV,B000UVTZXM,463600540,Swatch Ladies Watches YSS222G - WW,Apparel,5.0,1.0,1.0,N,Y,"Love it,",I purchased this watch back in 2008 for my wife and she loves it. Swatch is one of the very best swiss made watches which its prices are afordable and make no mistake swatch last longer.,2013-12-09
US,13601837,R1NX5P9FP4S185,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,3.0,0.0,1.0,N,Y,Super light but sweet Swatch,"This Swatch is more of a bangle bracelet. It fits me quite large. The face of it was scratched but I needed a watch so I'm not going through the trouble of returning it. The colors are very sweet pastel and it is easy to read. Look forward to wearing it. I may take it to the Swatch store and have them take out some links, I can put it on without even unlatching it.",2013-12-28
US,4839332,R2FBME8OQMHV7L,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,0.0,N,Y,Children like,"Buy gifts for children, children like it very much, very beautiful。Whether accurate as also don't know, use for a period of time and have a look。",2014-01-01
US,17137290,R3G0S7A063EN63,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,4.0,0.0,0.0,N,Y,"Bought it for $30, Good for the price","The watch looks really beautiful and pretty for a girl. Keep in mind that the watch is really small and the dial is plastic, but if you have small wrist or the person you are going to give it has small wrist this is the way to go. Luckily, my gf has a small wrist which the watch looks pretty on her wrist. I got it for $30 dollars, i knew something was off, then when the package came, the box was broken , it have crack on the cover,  but the watch was intact and safe.  For $30 dollars what can you expect?",2014-01-29
US,19800095,RQ2YSMIU6FOFB,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,0.0,N,Y,i like it,This watch looks good. I hope this works well too. I bought this as a b'day gift to my best buddy.,2014-01-30
US,4542504,R1BKXN1TDNIGMY,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,Y,The perfect watch,I've looking for michael kors watch for a while but I could not decide which one I wanted until I saw this watch. Gorgeous and it looks spectacular. I'm in love with it. My husband loved it and in an affordable price. I recommend it.,2014-02-16
US,14114629,RRBB98NJTJZKC,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,3.0,0.0,0.0,N,Y,Very nice...love it.,Beautiful watch...need to have some links remove to fit my small wrist...I gave a 3 because no bill of sale received,2014-02-19
US,2364972,R3MM54KSIF1C1N,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,0.0,N,Y,All is well.,Nice watch and good quality. Except the watch band is too too long.I have to buy tools to fix it.,2014-02-28
US,3768481,R1D1GN1O23SP7,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,4.0,0.0,0.0,N,Y,Just Gorgeous!,"I just adore my new authentic MK watch! I received lots compliments. However,  I have to have a few links removed.  Overall great product and I would definitely be a  returning customer!",2014-03-04
US,46945608,R26PA22QEG2RBI,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,1.0,1.0,N,Y,"a true beauty, i wear it every single day","Just what i expected and then some. Even more beautiful in person. Big, bold fashion statement. Love love love it",2014-03-06
US,47442183,RECXX1UFSFO6J,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,Y,Beautiful watch,Watch is beautful and exactly as it appears online. This watch is a value as it is a significant savings over prices in stores.,2014-03-24
US,14843381,RU7DBE3NVBSEG,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,1.0,0.0,0.0,N,Y,cheap,"Really, it is what you pay for, the center is plastic, not glass as it appears.  Really crappy thing, have no idea how to shorten the band. It sits on the counter, never used it.",2014-03-26
US,14496558,R1XYM9F9GBOUPB,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,2.0,1.0,1.0,N,N,Goldtone fades after a few wears.,The goldtone on these watches fades and the steel shows through.  This after only 5 wearings. I would not buy this watch again because it will look nice for a short time.,2014-04-01
US,10119441,R22XD3TXXW15RI,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,1.0,1.0,N,Y,Perfect gift for a special someone,"This watch is the perfect accessorie for a clasical style, it can be use for many event and many situations,<br />being formal causal o sporty",2014-04-04
US,17166323,R1JDIPA7VJWYZO,B00CJJW1KW,671427570,Sony LCJHN Two Part Case for HX50 Camera,Apparel,4.0,0.0,0.0,N,Y,Fit for the purpose,"While the DSC HX50v is an aim-and-shoot camera, the camera design combined with this case will change the game a bit.  It feels like I have gone 20 years back in time.  This said, the jacket / case is a good fit.  It protects, to an extent, from falls, and dust.  You can charge the camera and connect it to your computer with the covers on.  The leather used to make this is not genuine, which I cannot complain about as we are seeing less genuine leather in cars, bags, and a few other things.  Overall, I like it,",2014-05-09
US,36356156,R212XTQ9U1175,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,0.0,N,Y,Beautiful,"Excellent product, good quality, the design is great, I recommended 100%. Is a nice watch. My wife is very happy with his watch.",2014-05-13
US,15214945,R3BQR7JG3K7KBW,B00EMUZJLO,411688320,Swatch Faux Fox Black Dial Plastic Orange Silicone Quartz Men's Watch SUOB709,Apparel,5.0,2.0,2.0,N,Y,Very comfortable,"I have a very large watch collection,from cheap to high end. This watch fits into my rotation very well. the silicone strap is comfortable and resembles leather. Very happy with this watch.",2014-06-17
US,51351143,R3JV142KGF68AP,B00EMUZJLO,411688320,Swatch Faux Fox Black Dial Plastic Orange Silicone Quartz Men's Watch SUOB709,Apparel,5.0,0.0,0.0,N,Y,Reliable Choice,"Like many others in the Swatch line, this timepiece is attractive, has a comfortable strap and is easy to read. Because of its reasonable price, it can be part of your Swatch collection, worn to match a particular outfit or a particular occasion. This version with the black face and vibrant red strap has become a goto selection for me.",2014-06-23
US,2833561,R2KOVA2Y23ZF9Q,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,Y,Five Stars,Quality anx beautiful,2014-07-05
US,31081000,R287DOY8Y8MMKV,B00EMUZJLO,411688320,Swatch Faux Fox Black Dial Plastic Orange Silicone Quartz Men's Watch SUOB709,Apparel,5.0,0.0,0.0,N,Y,Get it!,"Love the watch. I originally saw it at the New York Airport at the Swatch store. I really liked the fact that they are water resistant and the rubber strap is very nice and comfortable. I bought it from Amazon a lot cheaper then at the Swatch store, saved me like $30. awesome fit and feel.",2014-07-05
US,13883643,RPVFLPOZ8FE6I,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,2.0,N,Y,Five Stars,good,2014-07-09
US,10851846,R3PQEOWQ9JNHLT,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,0.0,N,Y,A good choice for a lady who likes a little sparkle,I collect Swatch watches and received this as a gift from my husband. It's pretty and dainty but fun and modern. It can dress up an outfit or be worn everyday as a little sparkle and personality to any attire.,2014-07-13
US,51597219,R363TISWFN0KPQ,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,0.0,N,Y,Five Stars,excellent,2014-07-14
US,14776419,R3HW1EGBKVVGJ7,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,1.0,N,Y,As Christmas gift for my girlfriend. She loved it.,"I bought this for my girlfriend and she loves it. Michael Kors watches are hot now and I got this one at a reasonable price.<br /><br />If my girlfriend is happy, of course I'm happy.",2014-07-16
US,7505463,R1N02YOK6RSI2U,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,Y,Beautiful and elegant,Beautiful and elegant.  It was a gift for my sister who is small and petite.  The piece is a bit large but not too big considering the current style.  She loved it.,2014-07-18
US,49491141,RH04K6TZJJLYD,B00EMUZJLO,411688320,Swatch Faux Fox Black Dial Plastic Orange Silicone Quartz Men's Watch SUOB709,Apparel,4.0,4.0,4.0,N,Y,"Good watch, not great","Good watch, not great. The crystal is plastic, prone to scratches<br />The band is plastic, causes me to sweat more. Will change it out for a leather one, but it love the orange band....<br />Face is large and easy to read by my aging eyes!<br />Amazon price was great.",2014-08-05
US,4781262,R17C04JVLN5MHO,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,Y,Five Stars,Very good and I'm so happy.,2014-08-05
US,13749930,R36R12IBW9KJP2,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,1.0,1.0,N,Y,Five Stars,very nice,2014-08-10
US,43575088,R1ZQB6VL7B1HYQ,B00EMUZJLO,411688320,Swatch Faux Fox Black Dial Plastic Orange Silicone Quartz Men's Watch SUOB709,Apparel,3.0,1.0,2.0,N,N,not like others swatch watches I have,"does not work properly date change.. at little rough feeling machine inside, not like others swatch watches I have.",2014-08-14
US,42776658,RCWQ8SFSTGF2,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,Y,Five Stars,Love it!,2014-08-17
US,37037731,R25S6LDR6BBSMD,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,Y,Five Stars,Beautiful watch. Even prettier in person. I've had the most compliments.,2014-08-20
US,31714383,R3GA3MICTFT9WD,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,Y,Five Stars,Exelent,2014-08-20
US,26894005,R3LMU6L7J09YR9,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,Y,Beautiful watch!,Authentic michael kors.  Excellent price.,2014-09-11
US,7139774,R1PIY4SSUYQ0D2,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,Y,Five Stars,Amazing watch. I love it!!,2014-09-14
US,50485115,RT4LKIK4QVNHS,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,Y,Love Michael Kors!,Love this watch.....get great compliments every time I wear it.,2014-09-18
US,33086475,R1NHH5KFCYMGUX,B00EMUZJLO,411688320,Swatch Faux Fox Black Dial Plastic Orange Silicone Quartz Men's Watch SUOB709,Apparel,4.0,0.0,1.0,N,Y,Four Stars,Pretty cool but date setting is a bit complicated,2014-09-21
US,40953898,R1CZ3TMCF6U67H,B000UVTZXM,463600540,Swatch Ladies Watches YSS222G - WW,Apparel,5.0,0.0,1.0,N,Y,Five Stars,Excelente,2014-10-04
US,10773451,R20MC4RF8SHTNX,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,N,Five Stars,Lindo!,2014-10-07
US,47089997,R2HAAF9NG7GV1O,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,3.0,3.0,N,N,BEST WATCH I'VE OWNED!,"I bought this watch at a high end jewelry store in Switzerland.  I love love love this watch!  I had Swatches as a teenager...the plastic band kind, and I thought it would be neat to buy one in the country where they originate.  I've worn this watch almost every day for over 5 years.  Yes, it has a few scratches on the face, but nothing that's really noticeable.  I've only changed the battery once.  And yes, the ticking is loud to some, but that's what Swatch is known for!  I did have a couple links removed at the jewelry store where I bought it, so those who say it can't be done are wrong!  Buy this watch if you're looking for something a little dressy with a bit of bling!  You won't be disappointed!",2014-10-09
US,8246874,R2P2I5BR81MZ44,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,2.0,1.0,2.0,N,Y,Two Stars,I live in Virginia. After three weeks its screen became foggy while it claims it is waterproof.,2014-10-14
US,11167263,R3F46VTS0FP87M,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,Y,Five Stars,Prettier than picture..,2014-10-27
US,2268699,R3P37KXC8NF5IM,B004PIU8LE,376609974,Pink Floyd Dark Side Of The Moon Album Cover Spinner Key Chain,Apparel,5.0,0.0,0.0,N,N,better material and feel than I thought!,A lovely addition to my keychain.  Perfect gift for any Pink Floyd lover!,2014-10-28
US,45656375,R1WX6TI4OAK10D,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,4.0,0.0,0.0,N,Y,this is a very beautiful watch. the color and detail is amazing,"this is a very beautiful watch. the color and detail is amazing. a very classic and elegant watch. my boyfriend loves it, he thinks it's a guy watch because of it's size. which is the only down fall, it has a lot of weight to it, but the price of beauty.",2014-10-29
US,30671801,R1XW0Y7RDADB25,B004PIU8LE,376609974,Pink Floyd Dark Side Of The Moon Album Cover Spinner Key Chain,Apparel,1.0,0.0,2.0,N,Y,One Star,"it was good for a while, once my keys fall down and this keychain broke",2014-10-29
US,34151104,R1V9L5E566O13M,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,5.0,0.0,0.0,N,Y,Five Stars,Very classy love it one link too big though,2014-11-02
US,24346410,R28I2S83PQ1QU,B009DFSU3C,273191745,Michael Kors Women's Bradshaw Gold Bracelet Brown Dial Watch MK5696,Apparel,1.0,0.0,0.0,N,Y,Very said because it's a beautiful watch. Returning asap,"When I pulled the watch out of the box, the links just fell apart.  Had it put back together, and they fell apart again! Very said because it's a beautiful watch. Returning asap!",2014-11-20
US,36513401,R19DXCK0QLL7A4,B00EMUZJLO,411688320,Swatch Faux Fox Black Dial Plastic Orange Silicone Quartz Men's Watch SUOB709,Apparel,5.0,0.0,0.0,N,Y,Excellent,Excellent and unexpensive,2014-11-26
US,41179128,R2SMTV3U2WUV2U,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,0.0,N,Y,Five Stars,very good,2014-12-01
US,42712799,R1P86OG33GKE6L,B0019M2ITY,318033085,Swatch Women's Menthol Tone LK292G Silver Stainless Steel Swiss Quartz with Silver Dial,Apparel,5.0,0.0,0.0,N,N,"Face scratches easily, but this is the only downside","I have this watch for almost 5 years. No crystals have been detached yet. I changed a battery twice. Face scratches easily, but this is the only downside. I am very pleased with a quality.",2014-12-08
US,27679881,R2OB2KECWXSACE,B000UVTZXM,463600540,Swatch Ladies Watches YSS222G - WW,Apparel,2.0,0.0,0.0,N,Y,Cute but cheap,This watch is cute but cheap. If you are used to good quality or heavier watches it will be an adjustment. I most likely will not purchase a watch of this brand again.,2014-12-08
