marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,30926982,R2SJPYQDURWWZS,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,4.0,0.0,0.0,N,Y,A little scary,"I forgot how scary this movie can be for little kids, probably better for seven and up, not for toddlers like some other princess movies might be.",2012-12-05
US,27906494,R1A9JOSDEDXOR7,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,1.0,1.0,3.0,N,Y,DVD skipped!,"The DVD i received stalled/skipped and we tried to use it in 2 different DVD players. Yes, we took it out and cleaned it and tried at least 4 times. Very disappointed!",2012-12-17
US,19196065,R13JFABS39379I,1415717214,817566555,Beverly Hills 90210 - The First Season [DVD],Beauty,5.0,0.0,0.0,N,Y,love old series,enjoy your favorite old hit on DVD! Kids of the 90's will apreciate re living all the old story lines and having a refresher on what happened with the 90210 gang!,2012-12-27
US,45892274,R2SYXD2L7NHPZM,B001EVNMTK,441833102,Braun Series 3 Shaver Cassette Silver 32S,Beauty,4.0,0.0,0.0,N,Y,Ok,These were what we needed for this razor. They don't seem to last very long but that isn't the vendor it is the brand I have decided.,2013-01-09
US,44309912,R3NO6JD85EFRHC,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,5.0,0.0,0.0,N,Y,Sleeping Beauty,Love the Disney movies and needed to purchase this to add to my collection.  I would recommend to all (:,2013-01-31
US,43132375,R35N2PIS5RRQG8,B0051VH1EG,837268813,Curly Girl The Handbook,Beauty,5.0,1.0,2.0,N,N,Love this book & products,"Thank You Ms Massey for writing this book and for your products!!! Love the book & DVD very informative and the products are awesome. You will find the products can be pricey unless you shop around here on Amazon, that being said if your a curly girl all the $$$ you've spent on products that don't work it evens out overall. I know this is supposed to be a review about the book (love it) but it really goes hand in hand with the products so that's why I've put it in here. So glad I'm not the only curly girl with nightmarish memories of my hair (mostly at others hands) growing up. And the old pictures so funny ahh memories! LoL!!!",2013-02-14
US,20336706,RH0U2M9K7A948,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,5.0,0.0,0.0,N,Y,Happy,"Movie is awesome, of course. Its so nice on DVD, excellent picture. I don't think blu-ray would make much of an improvement.<br />.",2013-04-29
US,8438405,R2AUHISD1G3LNI,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,1.0,1.0,4.0,N,Y,Bad tape,The movie will stop at one spot and freeze. The only way I can get it going again is to stop it and then start it up at the next scene. It is really annoying.,2013-06-07
US,42998033,R1BVOOJBOSFZJV,B0051VH1EG,837268813,Curly Girl The Handbook,Beauty,5.0,0.0,0.0,N,Y,curly girl is a hair whirl,"this book is great, it outlines all of the daily maintenance for curly hair routines,<br />whilst supplying recipes to make your own hair products....<br />love it.",2013-07-02
US,6816596,R11IVL7TBRK01R,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,5.0,0.0,0.0,N,Y,I love it.,"Despite that it is used, the state of the product is perfect, and it has the slipcover. I recommend this totally.",2013-07-28
US,13279232,R3BR0CTYJRA0EY,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,5.0,0.0,1.0,N,Y,Brought back memories :),"I have not seen this film since I was a child, so it was a wonderful trip down memory lane for me. And my daughter loves it too! She has an Aurora Barbie and a little Sleeping Beauty book that we read, so it was a treat for her to actually see the DVD. I especially like the singing voice of Aurora, and the Three Good Fairie's personalities. The only complaint I have is that 16 years old is way too young to get married (these days, lol). Although Aurora and Phillip do not actually get married in this film, it is still talked about like they will be getting married very soon, like at age 16. Also, If you have a child who is scared of &#34;villians&#34; in stories, then the bad fairie Maleficent is pretty scary, lol, so you may want to wait until your child is older and can handle it better. Other than those two things, this is a very sweet young love story of a prince and princess who fall for each other, when they don't even know they are betrothed to one another already. And what the prince endures to save the princess from the evil fairie is a very romantic notion indeed.",2013-08-07
US,31406794,R1Q42HMPHOE2P6,B001EVNMTK,441833102,Braun Series 3 Shaver Cassette Silver 32S,Beauty,4.0,2.0,2.0,N,Y,Like New,"Per Braun instructions, you should replace the shaver head every 18 months. Once I recieved my new cassette, I popped it on, oiled it, and it shaves like a brand new razor.<br /><br />To those that gave a poor review because it didn't fit your razor. Remember to look under your trimmer, it usually will tell you what replacement cassette or head you need.",2013-09-13
US,42374288,R3ELAHYZI7OLUN,B001EVNMTK,441833102,Braun Series 3 Shaver Cassette Silver 32S,Beauty,5.0,0.0,0.0,N,Y,Braun Shave Cassette,"I was so happy to find this product.  I had searched the local retailers, even the one where we purchased the shaver, but was unable to find the product.  The price was reasonable and the delivery was quick.",2013-10-22
US,43605836,R19QMH3R87PUDC,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,4.0,0.0,0.0,N,Y,Enchanting movie,Loved the movie and really enjoyed learning how the movie was made. Aurora is my 3 year olds favorite princess. She asks to watch it every day.,2013-11-05
US,48799038,R1TMAE02YE2O7B,B001EVNMTK,441833102,Braun Series 3 Shaver Cassette Silver 32S,Beauty,4.0,0.0,0.0,N,Y,Works Well and Lasts a Long Time,"Works great and is very reasonably priced.  It fits my Braun shaver/trimmer perfectly, and the last one was usable for more than a year.",2013-12-11
US,22927774,R3INIOYLIZ18AG,B00CM2Z0UO,338262524,"[Innisfree] Real Skin Color Control Cream 40ml, SPF30/PA++",Beauty,3.0,0.0,2.0,N,Y,Can balance the skin color,"Cannot cover dark spot perfectly, but it can make skin smooth and balance the skin color. Also it not smell bad .",2013-12-16
US,1983307,R12IHWJ6IHASZU,B00CM2Z0UO,338262524,"[Innisfree] Real Skin Color Control Cream 40ml, SPF30/PA++",Beauty,5.0,0.0,0.0,N,Y,very nice,i really like it. it is better than BB cream. it won't make you skin look gray like some does,2014-04-27
US,11192099,R3LL41Q1R7901,B0051VH1EG,837268813,Curly Girl The Handbook,Beauty,5.0,0.0,0.0,N,Y,Curly Girl The Handbook,This book is exactly what every curly girl needs.  I'm a faithful DevaCurl product user having seen awesome results with their<br />products.  My curls are now manageable and beautiful thanks to DevaCurl handbook and products.,2014-05-07
US,42908205,R1PLBY5QIKLYDU,B008AIY0FK,594185883,"Derby-Astra-Dorco-Shark, Double Edge Safety Razor Blade Sampler Pack - 40 blades",Beauty,1.0,0.0,2.0,N,N,Rip off,"Over $1/blade?  I've bought 75 blade sampler packs for less than half ($18) of what this seller is charging.  None of these blades are over $2/pack, so you could buy these individually for about $10.  Don't get suckered buy this severely over priced &#34;deal&#34;.",2014-05-13
US,47904669,R17DWVIAYOIWLP,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,4.0,0.0,0.0,N,Y,Great condition and fast delivery,"Have not watched the dvd yet, but the product came 2 days before the estimated delivery day and it was brand new.  It was still wrapped in coating and had no scratch marks on dvd.  Condition looked new, like it stated.  Once I see how it runs, I will change the rating to a 5.",2014-06-12
US,34380634,RTE7XQSNPMCCC,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,4.0,0.0,0.0,N,Y,Four Stars,Great,2014-07-02
US,38001761,R238QQKJZAKAAK,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,5.0,0.0,0.0,N,Y,Five Stars,Grandkids love it. Works well. Fast delivery.,2014-08-10
US,37451931,R1BWDR1WWDPVOF,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,4.0,1.0,1.0,N,Y,Four Stars,"It is awesome, My granddaughter  is very happy",2014-08-14
US,18998175,R2IBMD058D53AS,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,5.0,0.0,2.0,N,Y,Five Stars,Love Disney,2014-09-15
US,42366432,R1EES88BCM1UR9,B00CM2Z0UO,338262524,"[Innisfree] Real Skin Color Control Cream 40ml, SPF30/PA++",Beauty,3.0,0.0,0.0,N,Y,Three Stars,"it is pale, very pale.",2014-09-15
US,17006130,R1KE6PO3VMHMHW,B00CM2Z0UO,338262524,"[Innisfree] Real Skin Color Control Cream 40ml, SPF30/PA++",Beauty,5.0,0.0,0.0,N,Y,Best CC cream I've tried,This product is great and I've tried several popular Korean CC creams. It completely and natural cancels out my redness while making my skin look moisturized and healthy. The scent in the product is even growing on me now! Will definitely repurchase.,2014-09-26
US,27285483,RDLO52X39O2OT,B00MB8UIP6,343185803,Brand NEW Google Chromecast HDMI Streaming Media Player - Brand New!!,Beauty,5.0,5.0,8.0,N,N,Five Stars,Why the hell is this 129....,2014-09-30
US,51026027,R28YDTGNHVFW02,B00MB8UIP6,343185803,Brand NEW Google Chromecast HDMI Streaming Media Player - Brand New!!,Beauty,1.0,5.0,7.0,N,N,"Great product, crappy price.",Why pay the list price of $35 when you can pay almost 4 times as much for the same product?!?!,2014-10-06
US,12728670,RGAU95VTZNC60,B0051VH1EG,837268813,Curly Girl The Handbook,Beauty,5.0,0.0,0.0,N,Y,Five Stars,Great.,2014-12-12
US,5148216,R5OFNPIRAJX8J,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,5.0,0.0,0.0,N,N,Must see.,Timeless tale in beautiful animation with humor and romance. A great classic.,2014-12-21
US,23092861,R1EM3BUO4N1N5A,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,5.0,0.0,0.0,N,Y,GREAT DVD!,Arrived on time. GREAT DVD!!! Love it!!,2014-12-29
US,12650991,R2EPT9J6FFCW54,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,5.0,0.0,0.0,N,Y,Great Memories,Wife loves it,2015-01-12
US,35474410,R2TEA17L86W01T,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,5.0,0.0,0.0,N,Y,Five Stars,Who wouldn't give this movie 5 stars? Hehe.,2015-03-19
US,20105,R3B275XKT59QWO,B00309DC1M,480391971,Sleeping Beauty: Platinum Edition,Beauty,5.0,0.0,0.0,N,Y,Five Stars,Good.,2015-03-31
US,9587204,R1WAAIAKRLDYDW,B001EVNMTK,441833102,Braun Series 3 Shaver Cassette Silver 32S,Beauty,5.0,0.0,0.0,N,Y,"Long ways away to order, but perfect fit!!","Although I missed the fact that they were coming from Korea and had to go through US Customs, lol!!",2015-04-12
US,29908899,R4ITV1MEFN4W2,B001EVNMTK,441833102,Braun Series 3 Shaver Cassette Silver 32S,Beauty,5.0,0.0,0.0,N,Y,Braun Series 3 shaver cassette,I believe this is a wonderful product and the cost was reasonable. It arrived undamaged and also prior the projected arrival date.,2015-04-26
US,20585297,RA22IPWMJEP9O,B001EVNMTK,441833102,Braun Series 3 Shaver Cassette Silver 32S,Beauty,5.0,0.0,0.0,N,Y,Five Stars,thanks,2015-05-03
US,16469972,R162NGM00D67SY,B00CM2Z0UO,338262524,"[Innisfree] Real Skin Color Control Cream 40ml, SPF30/PA++",Beauty,3.0,0.0,0.0,N,Y,Not for medium tan skin tone,Amazing formula but way too light for my skin tone.,2015-05-28
US,52111691,R3BF8ONN8S69TB,B001EVNMTK,441833102,Braun Series 3 Shaver Cassette Silver 32S,Beauty,1.0,0.0,0.0,N,Y,One Star,I brought the wrong one,2015-06-13
US,45358385,R2KTTQQMBSVVP0,B001EVNMTK,441833102,Braun Series 3 Shaver Cassette Silver 32S,Beauty,5.0,0.0,0.0,N,Y,Five Stars,Great replacement cartridges for my razor! Arrived exactly as described and on time.,2015-06-22
US,14829012,R2NFTS1MQZ2NYY,B001EVNMTK,441833102,Braun Series 3 Shaver Cassette Silver 32S,Beauty,5.0,0.0,0.0,N,Y,Highly  recommend,Perfect replacement for original..arrived quickly..recommend.highly,2015-06-23
US,13150528,R2KHOM2CX9O26K,B00X9NOE0M,148445542,Hairspray,Beauty,5.0,0.0,1.0,N,N,Adjustable Nozzle!,LeGrande Francisco hair spray is amazing! It has great hold and still allows my hair to move but most of all my favorite feature is the adjustable nozzle so I'm in control of the flow.,2015-07-14
