marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,16275401,R32R4ZKEYPLIGI,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,5.0,6.0,N,N,Daughter LOVES This Mobile!,"My little girl has had this mobile in her crib since she was a couple weeks old and she has always loved it. She used to just watch the animals move around and fall asleep to the soothing music. Now she will turn her head to watch the base when it lights up. This was a great buy for us. My only complaint would be the little remote that comes with it. The clicker is very loud... which, if you are using the remote, it's because you are trying to turn the mobile on without being seen and the loud click gets my girl's attention every time. We just don't use the clicker anymore but the fact remains that she loves the mobile itself. She'll be bummed when we have to take it down!",2007-04-09
US,50332681,R2G9F3NMXT58C2,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,101.0,113.0,N,N,Love it!!!!,I love this mobile so much that I ended up buying one for my 3 month old niece.  They love it too!!  This is one of the best mobiles because of the movements and the colors as well as the fact that you still have a little night light with a music box when you detatch the mobile part.  Not to mention that it plays music for close to 20 minutes.  My 13 month old loves it (and so does my 4 year old).  He is just mesmerized by it when he's tired and amused with it when he wakes up and turns it on after he's done sleeping.   <br /> <br />I was a little reluctant about this mobile when I read some reviews about it being too quiet.  I wanted to set the record straight.  The mobile is quiet...but it's for a baby and you are trying to lull them to sleep so how loud do you want it to be?  I think that the volume is perfect but if you prefer to make it louder or the house is loud you can switch it to a louder volume but we always keep it on the softest and it's just fine. <br />I highly recommend this mobile.,2007-04-11
US,14680979,REWB88EPR4Z6R,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,6.0,8.0,N,N,Great Mobile,"As a new mom I was looking for something that would hold my daughter's interest.My 1 month old daughter loves this mobile. We put it on her crib & she slept there the entire night without a fuss. The night light is just right to soothe & the sound level is perfect. During the day, I get my work done with her totally occupied with the bright colours & \\""jungle\\"" sounds. Easy to assemble & great price...couldn't ask for better. My only problem with it, are the batteries..it eats them up, solved that problem by using recharables. <br />All in all, one fantastic mobile.",2007-04-21
US,30981758,R33AXZGNJVCSWW,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,4.0,12.0,14.0,N,N,mobile,"My only complaint is that the remote is loud, so we never use it.  The music is great, although, some of the music is programmed under the wrong composer.  Oh well.  I guess the babies aren't reading the composers' names anyway!",2007-04-21
US,34374002,R12651FNCPJN2O,B000JIJPZY,235488510,Fisher-Price Rainforest 1-2-3 Musical Gym (Discontinued by Manufacturer),Baby,1.0,3.0,6.0,N,N,disappointed,I have many of the fisher price items and have most of the rainforest products but found this disappointing.  Child showed very little interest in it and had no growth potential for her.  I will continue buying the rainforest collection hope to have better luck.,2007-04-25
US,50323890,RTWW9V5G23JIL,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,5.0,0.0,0.0,N,N,So cute and very durable!,"The colors on the product are awesome, the blanket feels very soft and got different toys on the different paddles, I wished they'd make something bigger for adults like that *haha*! The spintable with it is very good sized, supercute im Ladybug design adn spins very easily! though not meant for Toddlers my son gave it a try to and the Spinner did not even squeach under his 42lbs, nor break and still spun if he managed to keep all of his much bigger then a Babies limbs of the floor!<br /><br />My 6 month old daughter still fits on this toy very well at almost 26inches tall and 17lbs. She is fascinated by the colors just like me and loves the mirror especially whis is on one of the paddles fixed on Velcro!<br /><br />Like my son she does not like Tummytime very much either,and this toy doesn't seem to make it much better, but htat has NOTHING to do with the Toy. She just doesn't like being on her Tummy, probably since she has reflux! The spintable is very well formed lower on the hippart and a tinybit higher where she shoulders go, so she doens't mind the spin table, she just does not like lifting  her head out of the floorposition, so she doesn't stay much longer on this one on her Tummy then she would otherwise but we'll keep trying!<br /><br />The flowermat I wished would be bigger, it is as big as described in the productlisting, but just for me I'm thinking to myself it wouldn't hurt to make the mat twice as big as it is, if a Baby doesn't like the spinner it can still use the beautyful flowermat for rolling around and checking things out ect.!<br /><br />I'd recommend it to anyone it really is worth trying just don't give up!",2007-05-03
US,15351194,R1FTCDWJRB3Y9K,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,5.0,5.0,6.0,N,Y,Great option for infants who hate tummy time!,"There weren't many things my daughter did not like...but, tummy time was a nightmare.  Until, that is, I purchased this wonderful gym.  I suspected that she would like it becasue she is naturally curious- and I was right.  She squeals with delight as she spins herlself around....and that makes me very happy!",2007-05-07
US,50170960,R3HLKX0ADVOBRY,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,5.0,4.0,4.0,N,N,lamaze spin and explore garden gym,"I ordered this for my Grandchild who is now 4 months old and his parents tell me he loves it. It keeps him busy, its good quality . I would reccommend this item .",2007-05-13
US,41902047,R2SYFE50JQU1J8,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,5.0,6.0,6.0,N,N,Great product,"My baby loves this new gadget which makes tummy time a fun activity. We started using it at 3 month and he was able to hold his head up for a minute at first, but I guess it strengthen his neck muscle  pretty well because he is able to enjoy it for at least 5 to 10 minutes at 4 month. Kids that young only spin themselves accidentely, but he loved the bright colors and the cringing sound of the fabric his hands touch. He also loves when I spin him around. I can't wait to see when he will discover that he can do it by himself. I would recomend this toy, and since two parts are detachable, you can use a mat by itself for senses explorations.",2007-05-14
US,41970014,R2QDI5DG03Q06Z,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,3.0,10.0,13.0,N,N,Nice mobile but way too quiet,"Our twins have two different mobiles to keep things interesting. While they enjoy watching this one move, they soon lose interest. I think it's because you can barely hear the music. Another problem is that the remote clicking is so loud that it defeats the purpose. What I do like are the cute and colorful animals and the nice movements. It's pretty good product, but I wouldn't buy it again unless they turn up the volume quite a bit. Overall - attractive, but disappointing.",2007-05-14
US,19942460,R28W54LGGN4SS8,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,2.0,1.0,4.0,N,N,Very uncomfortable,"I bought this playmat for my 8 week old and she hated it. Everytime I put her on it, she would get uncomfortable and cry. I guess it would work better with babies who have already developed enough neck support.",2007-05-18
US,24459315,R1KCZB188EZUUQ,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,5.0,5.0,6.0,N,N,Lamaze Garden Gym-Tummy Time Toy,"We received the garden gym as a gift and loved it instantly.  Even though it was a little early, I would place my 3 week old on it and just spin her around, playing with each item.  The fact that it was an \\""activity\\"" and she didn't cry made it an instant hit in our house.  Now that she is almost four months old, she is enjoying it even more.  Its a great alternative to an activity mat, as the babies can actually see the colors and toys, while the \\""potato chip\\"" spinner allows them to see a variety of things as opposed to being stuck with one vision.  I will definately buy this gift for all of my friends who have new babies.",2007-05-24
US,34573132,RFDNSIPS6ATEM,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,5.0,15.0,17.0,N,Y,Tummy time life saver,"I read about this product in a parenting magazine and immediately decided to purchase it.  I looked on several web sites and read many reviews before coming to Amazon to buy.  This is one of the top 3 purchases I've made for my child!!!  Before this little item came along my daughter would scream in frustration during tummy time and become almost inconsolable if we tried it for more than 2 minutes.  I did every conceivable thing to make tummy time better for her with no luck.  The moment I put her on the spinner she was interested and alert, NO CRYING!  Naturally we started slowly with 5 minute intervals and have been working our time up but the fact that there are no more tears of frustration makes this thing worth it's weight in gold.",2007-05-26
US,13926348,R226X9TVBBK9JK,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,4.0,10.0,12.0,N,N,Great Mobile,"This mobile really is nice because its great for a boy!  I was finding a lot of the mobiles out there were kind of girly.  The mobile is soothing, colorful and is just great.  However, if there is only one thing I could change it would be the volume.  It has 2 volume settings however, they are both low.  That is why I only gave this mobile 4 stars.  Other wise its perfect!",2007-05-27
US,46348394,R19WSXQLWGFK1K,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,1.0,3.0,7.0,N,N,Waste of my money,"My son was/is not interested in this product. He may tolerate it  for a minute or 2, but that's not worth $40 to me. I was really excited about this, in hopes that he would enjoy his tummy time more, but that just was not the case.",2007-05-30
US,14623644,RRRKAKTYE330L,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,23.0,26.0,N,N,"LOVE, LOVE, LOVE this mobile!","Did I mention I LOVE this mobile....more importantly my daughter LOVES this mobile.  After buying an endless supply of baby things to occupy my daughter even long enough to get the bottles washed, it all comes back to this mobile.  She is mesmerized by it and has a kicking good time in her crib because of it.  I don't have volume issues like others here, and the selection of music is great--although she seems to prefer Beethoven :)  In fact, if a ruckus is being heard from that direction, nine times out of ten it is because the music/motion has stopped.  A simple re-start does the trick.  I am serious.  I can get as much as an hour to do things around the house.  This is worth every penny, and knowing what I do now about it, I would have paid double!",2007-06-03
US,36704189,R5SNRPHZ4NMZ0,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,4.0,12.0,16.0,N,N,a very beautiful toy,"I like this mobile, the leaves moving up and down, the animals slowly moving around. this is lovely, with soft music for baby, and even a little night light. This is a gorgeous exotic looking mobile. It is pleasant to look at and always catches my sons eye.<br /><br /> This does run on big batteries, not included. It requires some assembly. I was able to put it together :) must have a philps screwdriver.<br /><br /> The music is ok, but none of the music is listed under the correct composer, that isn't a serious problem at all, but something worth noting. Mozart plays bach, Bach plays Beethoven, Beethoven plays Mozart. This is a good quality product, just what I wanted, and I think i love it more than my son does.",2007-06-09
US,50809690,R3P35X520BCIUS,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,4.0,0.0,0.0,N,Y,ehhh....,"This is a nice toy, and very innovative.  We bought it for my second child. However, I don't think it sped up any developmental progress in comparison to the first child.  He does have fun on it though and it gives him something to do while I am chasing his older brother around.",2007-06-25
US,10218197,RWZR2IZ1ND5V1,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,3.0,2.0,2.0,N,N,Lamaze Spin & Explore Garden Gym,I bought the Lamaze Spin & Explore Garden Gym for my daughter of 2 months. The toy said it could be used from day one. I was upset to know that is not the case. If the child is not capable of maintaining its head held upright it just soft of squirms and wobbles on the toy and cries for help. This toy should be rated 3 months and up not zero to 5. Other than that the price was great and my daughter really enjoys looking at the colors of the toy even if she cant play with it yet.[[ASIN:B000I2MRHE Lamaze  Spin & Explore Garden Gym]],2007-06-26
US,23593518,RJB3OWE5ELRKD,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,7.0,8.0,N,N,Absolutely love it!,"I was so excited when I purchased this that I brought it home and attached it to the crib immediately.  It was so easy to put together and even easier at entertaining my daughter.  The colors are so vibrant and the animals just loveable.  The music is soothing with the volume just loud enough for sensitive baby ears.  I can lay my daughter down in her crib and her rainforest friends keep her busy while I get things done.  She smiles at them and talks to them and it is such pure joy watching it.  I don't know who enjoys this mobile more.....baby, my husband, or myself.  It is a must have for all families.",2007-06-29
US,41888862,R4776MZQ1BCQH,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,3.0,30.0,32.0,N,N,Its ok,"This toy is a good idea, sort of. My daughter loved, and still plays with, the matt itself. But as a GERD baby (throws up a lot) the spin toy didnt meet her approval. For one, it was a bit hard to lay on. Also, the curved bug - although cute - was either too long when she was at the target age for learning what its designed for, or too small for her body once she got long enough to fit. *She is 6 months old and 17lbs now*. I would put her in it every day, and she would scream until she would vomit. More, the bug's antanee would get in her eyes. Once she got used to it, she still didnt find it very entertaining.     On the whole, I think its a good idea that needed more work. Its cute, the matt is still very useful, but the spinner in our house just sits in the corner, or holds toys. Maybe it will come in handy later but for now its not being used for what it was intended.     As always, your results may vary - but if your child doesnt like laying on their face, this toy may not help that in my opinion.",2007-07-06
US,10842760,R1B8W5D0511W25,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,16.0,18.0,N,Y,Great Parent Tray For Multiple strollers!!,"I have many strollers, and all of them were made without a parent/snack tray!!! I LOVE this! I can use it on my Mac volo, Quinny Zapp, Infinity stroller, and (the reason I bought it) for My Mountain Buggy!!  Buy it, You will love finally having a place for your cell phone, keys, snacks, and drinks!!  A+!!!",2007-08-03
US,49032907,R1R6G71B0USHF,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,5.0,6.0,N,N,Love it,"I did a very thorough search of crib mobiles and their capabilities before I bought this one.  I am very pleased with the results of this one.  The mobile itself has 3 volume settings options (no sound, quiet, or louder), several music options in addition to a \\""rainforest\\"" sound of birds chirping, owls hooting, and crickets making noise (my favorite setting, as it seems to sooth my 3 month old to sleep quickly), an option to have the night light on or off, and various combination options (i.e., light or no light with sound or no sound).  The rainforest characters are very colorful and, in addition to the leaves going up and down, the orbital movements of the characters makes my daughter very fascinated.  This mobile really started getting the quiet, peaceful attention of my daughter when she was 8 weeks old.  Now at 13 weeks old, the mobile still gets used daily as she transitions off to sleep.",2007-08-03
US,35592273,R20QVUYQBYYE24,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,4.0,0.0,0.0,N,Y,Pretty cool mobile,"This mobile is pretty impressive.  I loved how easy it was to put together and it attaches to the crib very easily!  The leaves move and I think that is way cool, however I was a little disappointed in the sound quality of the music.  The rainforest sounds are great though and I love the remote...how convenient!  Also, the whole thing is pretty large and rather cumbersome, but since it comes apart pretty easily it shouldn't be too much of a problem to store.  All in all though we were pretty pleased with this purchase.",2007-08-22
US,33579120,R30DQ9CQPWOB6K,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,5.0,1.0,9.0,N,Y,4 1/2 month old granddaughter loved it,"My 4 1/2 month old granddaughter really loves this - she is not able to sit up by herself, but the seat is deep enough to hold her upright with no problem---the only issue I had with it is the width of the seat bottom that comes up between her legs - it is so wide that I had to bunch it together after I put her in it, so that her legs would hang evenly - she can only touch the bottom of the floor with the tips of her toes (and I have it on the lowest setting) but she can still bounce - she is fascinated with all the toys - there are so many interesting things on this gym to keep her entranced.  It was also very easy to put together - the directions can get a little fuzzy, but common sense prevails.  It is well worth the money for the enjoyment she is having and also it will last her for quite some time.  Alot safer to me than the johnny jump-ups that hang from the doorways.",2007-08-23
US,43643956,R1QYHIR84EG65J,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,4.0,2.0,2.0,N,N,Great attachment,"I really like this a lot. I love that i can move it easily from one stoller to another. It holds what I need and has a little mesh zipper part for my keys & cash. i also like that i can take it off and throw in the bottom of my stroller when parking it at theme parks, the aqaurium etc. I would have rated it a 5 but the only thing I don't love is that the straps should have an attachemet or extender so it fits double joggers better. I have to put it on side  when i have it n my double jogger and it looks funny, but functions great.",2007-08-27
US,20616147,R3UNK9OF04DZGR,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,4.0,2.0,2.0,N,Y,Colorful and entertaining,"My daughter just turned 3 months old and usually screams within 1 min of being put on her tummy. When I have put her on the tummy time mats with the pillow she usually finds a way to push herself off of it and screams with her face in the pillow. This is a neat idea. She fits perfect on the seat that spins. She is 23 inches long. That mat though is very small, much smaller than I thought it would be. The toys are fun. My daughter really has no interest in the toys yet, but does love the mirror. When I put her on it for the first time she smiled and laughed and watched herself in the mirror for about 5 minutes before she started to cry. I figure that is pretty good for a first try. She has only had it for a few days and still only stays on for about 5 minutes. She has not learned to spin yet. She enjoys me laying her on her back to the spinner and spinning her around the room though. Overall this is a fun toy for her to play on with or w/o the spinner. I think she will enjoy this toy when she is able to sit on her own. I don't think though that this will help her learn to crawl like good old fashion tummy time.",2007-08-29
US,20988681,R2XWGUWDR8YHHR,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,3.0,84.0,95.0,N,Y,good idea,"I have a Maclaren Triumph that I really like but wished it had cupholders... this organizer does the trick.  You do have to put it on and take it off each time you use it since the stroller won't fold with it attached but its worth it to have somewhere to throw your keys and cell phone.  I will say this... since its not attached permanently it does move a bit so bottled water with the cap on is your best bet as far as a beverage goes, or a soda bottle with a cap.  An open can of soda sloshed around a bit while walking.",2007-09-07
US,12946121,R8XFUMSOG9E47,B000067QMD,137471145,Philips AVENT BPA Free Classic Bottle Sealing Discs,Baby,5.0,9.0,9.0,N,N,Very nice to have,Before I received these we were mixing formula in one bottle and trasfering the milk into another...with these you can mix and heat and then stick a nipple on it and you're good to go.  Easy to clean and use... love them!,2007-09-10
US,10203450,RNEJ3Z0C5U0VM,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,5.0,0.0,0.0,N,Y,Lamaze Gym,Great product. I gave this as a gift and it was the biggest hit at the Baby Shower.,2007-09-28
US,14876802,R29P6GBTWWY3A5,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,4.0,2.0,3.0,N,N,"we love this item, but ....","we love this item, but i'll be better to have A/C power and battery options, battery runs fast if chose lights too. Thanks",2007-10-01
US,42525756,R9YQQGUHQFH5P,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,5.0,0.0,0.0,N,N,Awesome!,"My son loved the mobile when he was younger.  He would watch the animals go around and the leaves move up and down.  As he got older, I took off the mobile and kept the music part attached to his crib.  I don't know why people are saying the music is too soft.  I have it set at the lowest level, and it still puts my son to sleep.  When he wakes up, he likes to turn it on and lay in his crib and listen to it in the morning.",2007-10-05
US,46800266,R2CZSRNRBVZDU6,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,5.0,3.0,5.0,N,N,Great toy for tummy time hating babies!,"My little one has never been interested in tummy time.  I purchased this in hopes of making it a little more exciting for him and it worked!  He loves looking at himself in the mirror or listening to the crinkle of the leaves or wings when his hands move over them.  I know he's not meaning to just yet, but he's been able to move himself around and has been able to enjoy all the sections of this gym.    I would highly recommend it for babies who are less than happy with tummy time!",2007-10-11
US,12350643,R1HPTK6TAJ66F2,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,5.0,3.0,4.0,N,N,Tummy time,"We bought this cute playmat to make tummy time a little more enjoyable for our 10 week old. She seems to like it for about 5 minutes and then she needs a break. The cute ladybug stool cradles your baby's torso and helps prevent them from rolling off. She likes all of the little activities each \\""flower petal\\"" offers but I'd have to say the \\""crinkly\\"" sound the leaves make seem to be her favorite. Or maybe she just likes the leave because she can get a good grasp on them and rotate herself around. I was a little surprised at how small the mat is but I'm sure it'll give our daughter lots of fun tummy time despite the size. I wish they had this when we had our other daughter 5 years ago.",2007-10-24
US,29799120,R2NYDEQEN1F1RW,B000JIJPZY,235488510,Fisher-Price Rainforest 1-2-3 Musical Gym (Discontinued by Manufacturer),Baby,4.0,2.0,4.0,N,N,Excellent Beginning Toy For Babies,"Fisher-Price is well known for making toys that \\""grow\\"" with their toughest critics, babies.  The Fisher-Price Rainforest 123 Musical Gym is no exception.  My son is four months old, and he loves to lie on his back and swat at the toucan rattle, butterflies, and tiger music box.  He coos and giggles while he plays with them.  There's also a giraffe and palm tree that he likes to look at.  As he grows older and begins to lie on his belly more, there's another rattle, a mirror, and a peek-a-boo toy to play with as well.  There's even a headrest that can move along with the child as they grow.<br /><br />This toy focuses on development of large motor skills.  The ability for the toy to \\""grow\\"" with the child makes it a pretty good buy in my opinion.  I recommend it to families with babies who are at least two or three months old.",2007-10-26
US,46923695,R3GXGK5DXX18GJ,B000JIHP88,557638738,Fisher-Price Rainforest Peek-A-Boo Leaves Musical Mobile,Baby,4.0,2.0,2.0,N,Y,Keeps baby happy,Our soon to be 4 month old loves it.  The animals spin around and the leaves flap up and down. We like it because its quiet (unlike most baby toys).    It would really be nice if it had a clamp rather than having to screw it down through the crib rails.  It was a bit of a challenge to find a good place for installation and avoid scratching up the crib.  A clamp would also let it work with a pack and plays.  We cut a hole in a washcloth and used it like a screw washer over the plastic nut.,2007-10-27
US,34357915,R18DLUKEX1V5R9,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,2.0,98.0,104.0,N,N,Didn't Work for Our Baby,"The 'idea' of this product seems perfect - baby is cradled by a \\""saddle\\"" on a turntable that allows him to develop the neck and back strength he needs to crawl. Sounds great on paper, but in practice this thing was like a torture device for my little one. It seems to me that there is a very small window of time when the saddle would be useful and safe for baby. It's that time after he has the considerable neck and back strength to maintain the position - arms extended straight down and locked, head lifted high and steady, and legs extended straight back - but before he is able to crawl. If your baby can do what the baby in the picture for this product can do, he will literally be crawling within a couple of weeks, if he isn't already, and he will spend most of his time trying to wriggle off of the thing. But what if your baby hasn't reached that point yet and still needs to put his head down every few seconds? It flops over the front of the saddle, straining baby's neck and back. When I figured that out, I immediately packed this back up and took it back to the store. The playmat can be used without the saddle, but I was unimpressed with that as well. The felt-like material attracted every little piece of dust and pet hair in our home like a magnet. I'm not sure what this accomplishes that a simple tummy-time pillow under baby's chest would not - and the pillow is a lot safer, less expensive and more comfortable for baby.",2007-11-02
US,17577475,RHOH44DNOEWRG,B000SMWUPS,630106451,Sunshine Kids Stroller Accessory Buggy Buddy (Discontinued by Manufacturer),Baby,5.0,0.0,0.0,N,N,Great product,"This is exactly what I needed for my umbrella stroller. We live near Disney and go quite frequently. I wanted an umbrella stroller but missed the drink holders.    This attaches easily with the velcro. I also like that I can put my keys, cell phone or some snacks in the middle.",2007-11-06
US,27586159,R39VD2TC0WRA9M,B000I2MRHE,23070274,Lamaze Spin & Explore Garden Gym (Discontinued by Manufacturer),Baby,5.0,3.0,3.0,N,N,Absolutely LOVE it!!!!,"My 4 month old daughter loves the spin and play garden. It's the perfect tummy time play mat!!! I just wish it had been around when my son was that little. He's 19 months old and plays with his sister with the attached toys. It's a must have for any new baby! It is well built and even stands up to my son's not so gentle touch. It stores easy when not in use, and is easy to clean. This is definately worth the money you pay for it. I just can't help but sing the praises of this wonderful toy!!!!",2007-11-12
